title,tag
Robotise AG,Artificial Intelligence
Robotise AG,Big Data
Robotise AG,Cloud
Robotise AG,IoT
Robotise AG,IT/Technologie
Robotise AG,Robotics
Robotise AG,SaaS
Robotise AG,Virtual Reality
Scaleup4Europe,Accelerator/Incubator
RNATICS GmbH,BioTech
RNATICS GmbH,Life Science
RNATICS GmbH,Pharma
roadsurfer GmbH,IT/Technologie
roadsurfer GmbH,Lifestyle
roadsurfer GmbH,SaaS
roadsurfer GmbH,Travel
RiverWaveProject,Fitness
RiverWaveProject,Lifestyle
RiverWaveProject,Sport
ScandiPaws,Accessoires
Safety Tax Free GmbH,Banking
Safety Tax Free GmbH,FinTech
Safety Tax Free GmbH,FinTech | InsurTech | LegalTech | RegTech
Safety Tax Free GmbH,IT/Technologie
Safety Tax Free GmbH,SaaS
Scalable Capital Vermögensverwaltung GmbH,FinTech
Scalable Capital Vermögensverwaltung GmbH,FinTech | InsurTech | LegalTech | RegTech
savrr,(e)Commerce
savrr,ePayment
savrr,FinTech | InsurTech | LegalTech | RegTech
Sause GmbH,Lifestyle
Sause GmbH,Nachhaltigkeit
Sause GmbH,Umwelt
Satellite Office München Ludwigstrasse,Services
Scansation GmbH,App
Scansation GmbH,IT/Technologie
ScannedReality GmbH,Augmented Reality
ScannedReality GmbH,IT/Technologie
ScannedReality GmbH,Virtual Reality
Satellite Office München Hopfenpost,Services
Sandhelden GmbH & Co. KG,3D-Technology
Sandhelden GmbH & Co. KG,Industry
Scharfkopf UG (haftungsbeschränkt),Games
Scharfkopf UG (haftungsbeschränkt),Medien
Salmi GmbH,Games
Salmi GmbH,IT/Technologie
Salmi GmbH,Medien
Salmi GmbH,Virtual Reality
Sentiguard Datenschutz GmbH & Co. KG,FinTech | InsurTech | LegalTech | RegTech
Sentiguard Datenschutz GmbH & Co. KG,LegalTech
SensuSport UG (haftungsbeschränkt),Sport
SensuSport UG (haftungsbeschränkt),Training
Senovo,Investor
SenioCareSpotTV-Tablet,Medien
SenioCareSpotTV-Tablet,Social Entrepreneurship
Sedivention GmbH,Life Science
Sedivention GmbH,MedTech
Security & Quality Software GmbH,App
Security & Quality Software GmbH,Artificial Intelligence
Security & Quality Software GmbH,Industry
Security & Quality Software GmbH,IT Security
Security & Quality Software GmbH,IT/Technologie
Secfix,IT Security
Secfix,IT/Technologie
SendCloud GmbH,(e)Commerce
SendCloud GmbH,Logistics
schuldlos GmbH,FinTech | InsurTech | LegalTech | RegTech
schuldlos GmbH,LegalTech
Schneider Geo GmbH,App
Schneider Geo GmbH,IT/Technologie
Schneckenhouse GmbH,Lifestyle
Schneckenhouse GmbH,Wohnen
SHOPEUR GmbH,(e)Commerce
SHOPEUR GmbH,B2C
SHOPEUR GmbH,Online Shopping
Serenize UG (haftungsbeschränkt),IT/Technologie
Serenize UG (haftungsbeschränkt),SaaS
ShopVibes GmbH,(e)Commerce
ShopVibes GmbH,B2B
ShopVibes GmbH,IT/Technologie
ShopVibes GmbH,SaaS
Shore GmbH,IT/Technologie
Shore GmbH,SaaS
shoemates GmbH,(e)Commerce
shoemates GmbH,Online Shopping
shoemates GmbH,Social Entrepreneurship
shiftee,Energy
shiftee,Ökostrom
shiftee,Renewable Energy
SHAVENT – ARA Sustainable Products UG (haftungsbeschränkt),Lifestyle
SHAVENT – ARA Sustainable Products UG (haftungsbeschränkt),Nachhaltigkeit
ShareYourSpace GmbH,Coworking
ShareYourSpace GmbH,PropTech / Real Estate
Serlo,Education
Serlo,eLearning
SHAPE ME,(e)Commerce
SHAPE ME,Fashion
SHAPE ME,Online Shopping
sewts GmbH,3D-Technology
sewts GmbH,Artificial Intelligence
sewts GmbH,Industry
sewts GmbH,IoT
sewts GmbH,IT/Technologie
sewts GmbH,Robotics
SHÄRE GmbH,eMobility
SHÄRE GmbH,Logistics
SHÄRE GmbH,Mobility
SHÄRE GmbH,Transport
Silencio,Big Data
Silencio,IT/Technologie
Simplora,(e)Commerce
Simplora,Online Shopping
Signify GmbH,Big Data
Signify GmbH,IoT
Signify GmbH,IT/Technologie
SIGN8 GmbH,FinTech | InsurTech | LegalTech | RegTech
SIGN8 GmbH,IT Security
SIGN8 GmbH,LegalTech
SIGN8 GmbH,SaaS
Sidepreneur.de – BHL Projects UG (haftungsbeschränkt),Services
SIGRA Technologies GmbH,Automotive
SIGRA Technologies GmbH,Mobility
Simplias Vertriebs GmbH,Cloud
Simplias Vertriebs GmbH,IT/Technologie
Simplias Vertriebs GmbH,SaaS
Show it 360,3D-Technology
Show it 360,IT/Technologie
Show it 360,Marketing
Show it 360,Online Marketing
Show it 360,Virtual Reality
SINN Power GmbH | Wave Energy,Energy
SINN Power GmbH | Wave Energy,Renewable Energy
SHQUARED,PropTech / Real Estate
SHQUARED,Social Entrepreneurship
SimScale GmbH,IT/Technologie
SimScale GmbH,SaaS
shyopa,Coaching
shyopa,HR
Siqens GmbH,Energy
Siqens GmbH,Renewable Energy
SkillFellows UG,(e)Commerce
SkillFellows UG,Education
SixReasons UG (haftungsbeschränkt),Accelerator/Incubator
SkillCamp VR,3D-Technology
SkillCamp VR,IT/Technologie
SkillCamp VR,Virtual Reality
sira Kinderbetreuung gGmbH,Social Entrepreneurship
sjn AG,(e)Commerce
sjn AG,B2B
sjn AG,Industry
sjn AG,IT/Technologie
Smart Reporting GmbH,eHealth
Smart Reporting GmbH,Health
Smart Reporting GmbH,Life Science
Smart Reporting GmbH,MedTech
Smart Mobile Labs GmbH,Medien
Smart Access Solutions UG (haftungsbeschränkt),Blockchain
Smart Access Solutions UG (haftungsbeschränkt),IoT
Smart Access Solutions UG (haftungsbeschränkt),IT/Technologie
Smart Access Solutions UG (haftungsbeschränkt),Logistics
Sneakprint GmbH,3D-Technology
Sneakprint GmbH,Fashion
Skimio GmbH,HR
Skimio GmbH,IT/Technologie
SkyFive AG,Aerospace
SkyFive AG,Aircraft
SkyFive AG,IT/Technologie
SkyFive AG,Mobility
SnC Solution,Services
Skoobe GmbH,App
Skoobe GmbH,IT/Technologie
Skoobe GmbH,Medien
Smart4Diagnostics GmbH,MedTech
Snapticket,Services
Social Entrepreneurship Akademie,
smartvillage GmbH,Services
smartpatient GmbH,eHealth
smartpatient GmbH,Life Science
smartpatient GmbH,MedTech
Snack Me GmbH,Food
Snack Me GmbH,Lebensmittel
smartwork solutions GmbH,IT/Technologie
snect,IT/Technologie
Smoovr,Logistics
Smoovr,Umzug
Smartlane GmbH,Big Data
Smartlane GmbH,IT/Technologie
Smartlane GmbH,Mobility
Smartlane GmbH,SaaS
Smartlane GmbH,Smart Mobility
Softwarepunks GmbH,IT/Technologie
Söllner Communications AG,Advertising
Söllner Communications AG,Marketing
Social Event GmbH,App
Social Event GmbH,IT/Technologie
Social Event GmbH,SaaS
Sono Motors,eMobility
Sono Motors,Energy
Sono Motors,Mobility
Sono Motors,Renewable Energy
Sono Motors,Solar
Soley GmbH,Big Data
Soley GmbH,IT/Technologie
Softplant GmbH,Industry
Softplant GmbH,IT/Technologie
Softplant GmbH,SaaS
Socialwave,
socialPALS GmbH,App
socialPALS GmbH,Big Data
socialPALS GmbH,IT/Technologie
socialPALS GmbH,SaaS
Social Impact Lab München,Accelerator/Incubator
Social Impact Lab München,Coworking
Soundsuit,Artificial Intelligence
Soundsuit,IT/Technologie
Soundsuit,SaaS
SPACELAB Invest GmbH,Accelerator/Incubator
socialbee gGmbH,HR
socialbee gGmbH,Social Entrepreneurship
Sportscurator,Ernährung
Sportscurator,Fitness
Sportscurator,IT/Technologie
Sportscurator,Lifestyle
Sportscurator,SaaS
Sportscurator,Sport
Sportscurator,Training
Sports Athletic,Lifestyle
Sports Athletic,Sport
Sports Athletic,Training
SponsorMio,Medien
Speedinvest GmbH,Investor
Sportiply GmbH,Fitness
Sportiply GmbH,Lifestyle
Sportiply GmbH,Sport
Sportiply GmbH,Training
SPENDIT AG,
SPLT,Mobility
SPLT,Smart City
SPLT,Smart Mobility
SPACENEO,Community
SPACENEO,Lifestyle
SPACENEO,PropTech / Real Estate
SPACENEO,Travel
sparkle gifts,(e)Commerce
sparkle gifts,B2C
sparkle gifts,Online Shopping
Spark To Go GmbH,Food
Spark To Go GmbH,Lifestyle
Spanflug Technologies GmbH,(e)Commerce
Spanflug Technologies GmbH,Industry
Spanflug Technologies GmbH,IT/Technologie
StackImpact GmbH,Industry
StackImpact GmbH,IT/Technologie
StackImpact GmbH,SaaS
Spotninja,Lifestyle
Spotninja,Sport
Spotninja,Travel
Spectrum ARC GmbH,Aerospace
Spectrum ARC GmbH,Mobility
Spectrum ARC GmbH,Space
Stackfield GmbH,IT/Technologie
Stackfield GmbH,SaaS
staffboard GmbH,HR
staffboard GmbH,IT/Technologie
staffboard GmbH,SaaS
SPREE Interactive GmbH,Fitness
SPREE Interactive GmbH,Games
SPREE Interactive GmbH,Lifestyle
STAFFCHUM / allchum GmbH,Industry
STAFFCHUM / allchum GmbH,IT/Technologie
Squarrel GmbH,PropTech / Real Estate
Spyra GmbH,Lifestyle
Spyra GmbH,Sport
STABL Energy GmbH,Battery
STABL Energy GmbH,Energy
STABL Energy GmbH,Renewable Energy
sqanit GmbH,Cloud
sqanit GmbH,IT/Technologie
sqanit GmbH,SaaS
Spotwatch GmbH,Marketing
Spotwatch GmbH,Online Marketing
Spotwatch GmbH,TV
Spreadly,IT/Technologie
Spreadly,SaaS
steptics,Life Science
steptics,MedTech
StellDirVor GmbH,Education
StellDirVor GmbH,Health
STARTmunich e.V.,
StartinFOOD,Services
Startup Creator,App
Startup Creator,IT/Technologie
Stecnius UG (haftungsbeschränkt),Fitness
Stecnius UG (haftungsbeschränkt),Sport
Start Ups & Downs,
Starburst GmbH,Accelerator/Incubator
Starburst GmbH,Aerospace
Starburst GmbH,Space
Starhunter GmbH,IT/Technologie
Starhunter GmbH,SaaS
Storybook Studios,Film
Storybook Studios,Medien
Stil-Tex GmbH,Accessoires
Stil-Tex GmbH,Fashion
storytile GmbH,App
storytile GmbH,Fotografie
storytile GmbH,IT/Technologie
storytile GmbH,Medien
Studio 177,(e)Commerce
Studio 177,B2B
Studierenden Computerhilfe,Services
StudySmarter,Education
StudySmarter,eLearning
Styque GmbH,(e)Commerce
Styque GmbH,App
Styque GmbH,IT/Technologie
Sub Capitals,FinTech
Sub Capitals,FinTech | InsurTech | LegalTech | RegTech
Sub Capitals,IT/Technologie
Succevo GmbH,App
Succevo GmbH,Cloud
Succevo GmbH,IT/Technologie
Succevo GmbH,SaaS
tado GmbH,IT/Technologie
tado GmbH,Smart Home
Strascheg Center for Entrepreneurship,Accelerator/Incubator
Tacto Technology GmbH,IT/Technologie
Tacto Technology GmbH,SaaS
SunPlower Propeller GmbH,Energy
SunPlower Propeller GmbH,Renewable Energy
SUMM,Social Entrepreneurship
SUSHI BIKES,(e)Commerce
SUSHI BIKES,eBike
SUSHI BIKES,Mobility
Talent Tree GmbH,HR
sueco UG (haftungsbeschränkt),Fashion
Summfit GmbH,Fitness
Summfit GmbH,Lifestyle
Summfit GmbH,Sport
Summfit GmbH,Training
tacterion GmbH,Industry
tacterion GmbH,IoT
tacterion GmbH,IT/Technologie
tacterion GmbH,Robotics
Synsor.ai,Artificial Intelligence
Synsor.ai,Industry
Synsor.ai,IT/Technologie
Synertics GmbH,Energy
Synertics GmbH,IT/Technologie
Synertics GmbH,Renewable Energy
Synaesthetica,Augmented Reality
Synaesthetica,Medien
Synaesthetica,Virtual Reality
Talentcube GmbH,HR
Talentcube GmbH,IT/Technologie
Talentry GmbH,HR
Talentry GmbH,IT/Technologie
Talentry GmbH,SaaS
swey GmbH,eMobility
swey GmbH,Mobility
swop,App
swop,IT/Technologie
swop,Social Entrepreneurship
Sym GmbH,Services
Tasktrails UG (haftungsbeschränkt),HR
Tasktrails UG (haftungsbeschränkt),IT/Technologie
Tasktrails UG (haftungsbeschränkt),SaaS
TAWNY GmbH,Artificial Intelligence
TAWNY GmbH,IT/Technologie
Taskiy GmbH,IT/Technologie
Tape Technologies GmbH,IT/Technologie
Tape Technologies GmbH,SaaS
Target Partners GmbH,Investor
Tangany GmbH,FinTech | InsurTech | LegalTech | RegTech
TargetVideo GmbH,Medien
TechFounders,Accelerator/Incubator
Teamwire,IT Security
Teamwire,IT/Technologie
Tech Fontein GmbH,IT/Technologie
Tech Fontein GmbH,SaaS
teamstr GmbH,Community
teamstr GmbH,Games
teamstr GmbH,Medien
teamstr GmbH,Sport
Teamfit GmbH,Fitness
Teamfit GmbH,HR
TerraLoupe GmbH,Artificial Intelligence
TerraLoupe GmbH,FinTech | InsurTech | LegalTech | RegTech
TerraLoupe GmbH,IT/Technologie
Technische Universität München,
Terra Elements GmbH,Food
Terra Elements GmbH,Lebensmittel
Teratrace GmbH,Mobility
TerminApp GmbH – TIMIFY,App
TerminApp GmbH – TIMIFY,IT/Technologie
Tentary UG (haftungsbeschränkt),(e)Commerce
Tentary UG (haftungsbeschränkt),IT/Technologie
Tentary UG (haftungsbeschränkt),SaaS
Terano Food UG (haftungsbeschränkt),Nachhaltigkeit
Terano Food UG (haftungsbeschränkt),Online Shopping
terraplasma GmbH,Life Science
terraplasma GmbH,MedTech
terraplasma medical GmbH,Life Science
terraplasma medical GmbH,MedTech
Temedica GmbH,eHealth
Temedica GmbH,Life Science
Teilzeitbörse,HR
TeleClinic GmbH,Health
TeleClinic GmbH,IT/Technologie
TeleClinic GmbH,Life Science
TeleClinic GmbH,SaaS
Testbirds GmbH,App
Testbirds GmbH,IT/Technologie
Testbirds GmbH,SaaS
Third of Life GmbH,(e)Commerce
Third of Life GmbH,B2C
Third of Life GmbH,Online Shopping
Testifi,IT/Technologie
Testifi,SaaS
Thermosome GmbH,BioTech
Thermosome GmbH,Life Science
The Plant Magic Co.,Bio
The Plant Magic Co.,Ernährung
The Plant Magic Co.,Food
The Plant Magic Co.,Getränke
The Ocean Package,Logistics
The Ocean Package,Transport
ThinxNet GmbH,App
ThinxNet GmbH,Automotive
ThinxNet GmbH,IoT
ThinxNet GmbH,IT/Technologie
ThinxNet GmbH,Mobility
The Green Gaia,(e)Commerce
The Bakery Snowboards GbR,Lifestyle
The Bakery Snowboards GbR,Sport
Testimo,Marketing
Testimo,Online Marketing
Testimo,SaaS
three10 GmbH,IT/Technologie
three10 GmbH,Medien
three10 GmbH,SaaS
ThreeDee GmbH,Advertising
ThreeDee GmbH,Games
ThreeDee GmbH,Marketing
ThreeDee GmbH,Medien
tinus,Lifestyle
tinus,Wohnen
TomorrowBits GmbH,App
TomorrowBits GmbH,Augmented Reality
TomorrowBits GmbH,IT/Technologie
TomorrowBits GmbH,Smart Home
TomorrowBits GmbH,Virtual Reality
toddgo,Lifestyle
toddgo,Travel
TIVITY GmbH,IT/Technologie
Tiburon Pacific GmbH,Investor
timeBro GmbH,IT/Technologie
timeBro GmbH,SaaS
Tildi (Prowd GmbH),(e)Commerce
Tildi (Prowd GmbH),Fashion
Tildi (Prowd GmbH),Online Shopping
Time in the Box GmbH,3D-Technology
Time in the Box GmbH,IT/Technologie
Time in the Box GmbH,Virtual Reality
Tidely GmbH,FinTech
Tidely GmbH,FinTech | InsurTech | LegalTech | RegTech
ticketbro GmbH,(e)Commerce
ticketbro GmbH,B2B
TopGlas GmbH,(e)Commerce
TopGlas GmbH,Accessoires
TopGlas GmbH,Fashion
TopGlas GmbH,Online Shopping
top.legal,Artificial Intelligence
top.legal,FinTech | InsurTech | LegalTech | RegTech
top.legal,IT/Technologie
top.legal,LegalTech
top.legal,SaaS
TrainYourTeam,Lifestyle
TrainYourTeam,Sport
TrainYourTeam,Training
Traindoo,Health
Traindoo,Life Science
travelloc GmbH,Community
travelloc GmbH,Lifestyle
travelloc GmbH,Travel
trbo,(e)Commerce
trbo,IT/Technologie
trbo,Online Shopping
trbo,SaaS
tradico GmbH,FinTech
tradico GmbH,FinTech | InsurTech | LegalTech | RegTech
treefin GmbH,Banking
treefin GmbH,FinTech
treefin GmbH,FinTech | InsurTech | LegalTech | RegTech
Tracify GmbH,Artificial Intelligence
Tracify GmbH,IT/Technologie
Toposens GmbH,3D-Technology
Toposens GmbH,IT/Technologie
Toposens GmbH,Mobility
Trillr,(e)Commerce
Trillr,B2C
Trillr,Online Shopping
tracdelight GmbH,(e)Commerce
tracdelight GmbH,Fashion
TraceFunnels,Affiliate Marketing
TraceFunnels,Marketing
TraceFunnels,Online Marketing
TraceFunnels,SaaS
Treesense GmbH,CleanTech
Treesense GmbH,IoT
Treesense GmbH,IT/Technologie
Treesense GmbH,SaaS
Twostay.work,Services
Twinu,Artificial Intelligence
Twinu,Big Data
Twinu,Blockchain
Twinu,IT/Technologie
Twinu,SaaS
two-ride UG,Mobility
two-ride UG,Smart Mobility
Turtlebox GmbH,Lifestyle
Turtlebox GmbH,Logistics
Turtlebox GmbH,Nachhaltigkeit
Turtlebox GmbH,Umzug
TWAICE,Artificial Intelligence
TWAICE,eMobility
TWAICE,IoT
TWAICE,IT/Technologie
TWAICE,Mobility
Tripodo GmbH,App
Tripodo GmbH,IT/Technologie
Tripodo GmbH,Lifestyle
Tripodo GmbH,SaaS
Tripodo GmbH,Travel
TrustYou GmbH,IT/Technologie
TrustYou GmbH,Lifestyle
TrustYou GmbH,SaaS
TrustYou GmbH,Travel
TRYUP!,(e)Commerce
TRYUP!,Lifestyle
TRYUP!,Sport
ubiMaster (ubiLearning Solutions GmbH),Education
ubiMaster (ubiLearning Solutions GmbH),eLearning
Trustloop e.V.,Social Entrepreneurship
TYPE10 Media GmbH,Games
TYPE10 Media GmbH,Medien
truckoo GmbH,Automotive
truckoo GmbH,Mobility
Uniscon GmbH,Cloud
Uniscon GmbH,IT Security
Uniscon GmbH,IT/Technologie
Unternehmertum Venture Capital Partners,Investor
UnternehmerTUM,Accelerator/Incubator
UnternehmerTUM,Education
Unisphere GmbH,
Unverblümt,App
Unverblümt,Dating
Unverblümt,IT/Technologie
Unverblümt,Lifestyle
Unverblümt,SaaS
Unplanned Moments GmbH,Lifestyle
Unplanned Moments GmbH,Travel
Unetiq GmbH,Artificial Intelligence
Unetiq GmbH,Big Data
Unetiq GmbH,Industry
Unetiq GmbH,IT/Technologie
United Regulations UG (haftungsbeschränkt),Social Entrepreneurship
Uniki GmbH,Cloud
Uniki GmbH,IT Security
Uniki GmbH,IT/Technologie
UNFALLHELDEN,Mobility
uptea GmbH,Food
uptea GmbH,Getränke
uptodate Ventures GmbH,(e)Commerce
uptodate Ventures GmbH,Online Shopping
Vemcon GmbH,
velvet space coworking,Coworking
Varia,IT/Technologie
Varia,Medien
VeggiePur GmbH,Ernährung
VeggiePur GmbH,Food
VeggiePur GmbH,Lebensmittel
VeggiePur GmbH,Lifestyle
vCoach GmbH,Coaching
vCoach GmbH,Education
Vectoflow GmbH,3D-Technology
Vectoflow GmbH,Aerospace
Vectoflow GmbH,IT/Technologie
Vectoflow GmbH,Mobility
Utry.me GmbH,(e)Commerce
Utry.me GmbH,Online Shopping
utransto GmbH,
Usercentrics,FinTech | InsurTech | LegalTech | RegTech
Usercentrics,LegalTech
Vendl / Desio Gmbh,Food
Vendl / Desio Gmbh,FoodTech
Vendl / Desio Gmbh,Getränke
Userlane GmbH,IT/Technologie
Userlane GmbH,SaaS
useley GmbH,(e)Commerce
useley GmbH,App
useley GmbH,B2C
useley GmbH,IT/Technologie
useley GmbH,SaaS
VIMP GmbH,Education
VIMP GmbH,eLearning
vennwerk,Services
Versatile Biology Lab,Life Science
Versatile Biology Lab,MedTech
Vi-Tools UG,
VerbaVoice GmbH,
VESTIGAS GmbH,App
VESTIGAS GmbH,Big Data
VESTIGAS GmbH,IT Security
VESTIGAS GmbH,IT/Technologie
VESTIGAS GmbH,Logistics
VESTIGAS GmbH,SaaS
VESTIGAS GmbH,Transport
VERSO GmbH,IT/Technologie
VERSO GmbH,SaaS
VETIZIN,(e)Commerce
VETIZIN,eHealth
VETIZIN,Life Science
ver.de,FinTech | InsurTech | LegalTech | RegTech
ver.de,Services
Ventech VC,Investor
VePa Vertical Parking,PropTech / Real Estate
Vinlivt GmbH,FinTech | InsurTech | LegalTech | RegTech
Vinlivt GmbH,SaaS
Vito Ventures Management GmbH,Investor
VK Energie GmbH,Energy
Virtonomy GmbH,Life Science
Virtonomy GmbH,MedTech
ViTeach GmbH,Education
ViTeach GmbH,eLearning
Viscopic GmbH,3D-Technology
Viscopic GmbH,Augmented Reality
Viscopic GmbH,IoT
Viscopic GmbH,IT/Technologie
Viscopic GmbH,Virtual Reality
Vitokrates UG (haftungsbeschränkt),eHealth
Vitokrates UG (haftungsbeschränkt),Life Science
Visevi Robotics GmbH,Artificial Intelligence
Visevi Robotics GmbH,IT/Technologie
Visevi Robotics GmbH,Robotics
VisionHealth GmbH,eHealth
VisionHealth GmbH,Health
VisionHealth GmbH,Life Science
vitafy GmbH,(e)Commerce
vitafy GmbH,Ernährung
vitafy GmbH,Fitness
vitafy GmbH,Lifestyle
vitafy GmbH,Online Shopping
VisCheck GmbH,IoT
VisCheck GmbH,IT/Technologie
Volkswagen Data:Lab,Accelerator/Incubator
VoltStorage GmbH,Battery
VoltStorage GmbH,CleanTech
VoltStorage GmbH,Energy
VoltStorage GmbH,IT/Technologie
VoltStorage GmbH,Renewable Energy
Wavelab,Accelerator/Incubator
vr-on GmbH,3D-Technology
vr-on GmbH,Industry
vr-on GmbH,IT/Technologie
vr-on GmbH,Virtual Reality
Wayotec GmbH,IT/Technologie
Wayotec GmbH,Robotics
VRdirect,IT/Technologie
VRdirect,Virtual Reality
Wahtari GmbH,Artificial Intelligence
Wahtari GmbH,IT/Technologie
vystem,Services
Volunteer Vision GmbH,Social Entrepreneurship
Voycer AG,IT/Technologie
Voycer AG,SaaS
vorteils.app,(e)Commerce
vorteils.app,Mobility
Wayra Deutschland GmbH,Accelerator/Incubator
Wayra Deutschland GmbH,Investor
VOXELGRID GmbH,PropTech / Real Estate
WeAdvise AG,FinTech
WeAdvise AG,FinTech | InsurTech | LegalTech | RegTech
WeAdvise AG,IT/Technologie
WeAdvise AG,Robotics
Werk24,Artificial Intelligence
Werk24,Big Data
Werk24,Industry
Werk24,IT/Technologie
Werk24,SaaS
WERK1,Accelerator/Incubator
WERK1,Coworking
Wellington Partners Advisory AG,Investor
Welcomy GmbH,IT/Technologie
Welcomy GmbH,SaaS
wellabe,eHealth
wellabe,Health
wellabe,Life Science
Wellbeing Group UG,(e)Commerce
Wellbeing Group UG,B2B
Welmoa GmbH,IT/Technologie
Welmoa GmbH,Lifestyle
Welmoa GmbH,SaaS
Welmoa GmbH,Travel
weekli,(e)Commerce
weekli,Medien
weekli,Online Shopping
Webmag,IT/Technologie
Webmag,SaaS
WECARRY GmbH,Services
webZunder,Marketing
webZunder,Social Media Marketing
WerkerApp,PropTech / Real Estate
wirfindendeinenring.de,(e)Commerce
wirfindendeinenring.de,Services
Wirelane,eMobility
Wirelane,Mobility
wisefood GmbH,Food
wisefood GmbH,FoodTech
wisefood GmbH,Getränke
WINECOM GmbH,(e)Commerce
WINECOM GmbH,Online Shopping
WMD Capital GmbH,FinTech
WMD Capital GmbH,FinTech | InsurTech | LegalTech | RegTech
WickedCricket,Ernährung
WickedCricket,Food
WickedCricket,Lebensmittel
WickedCricket,Lifestyle
WickedCricket,Nachhaltigkeit
WeWash GmbH,IoT
WeWash GmbH,IT/Technologie
wismo,ePayment
wismo,FinTech
wismo,FinTech | InsurTech | LegalTech | RegTech
wismo,Mobile Payment
WhatzLearn GmbH,IT/Technologie
WhatzLearn GmbH,SaaS
What2Work,HR
Workerbase GmbH,IT/Technologie
Workerbase GmbH,Logistics
wohnungshelden GmbH,IT/Technologie
wohnungshelden GmbH,PropTech / Real Estate
wohnungshelden GmbH,SaaS
WxFUSION GmbH,
WorkNow,HR
Wryte,App
Wryte,eLearning
Wryte,IT/Technologie
XO Life GmbH,eHealth
XO Life GmbH,Life Science
WORKREPUBLIC München Marienplatz,Services
Workpath GmbH,Artificial Intelligence
Workpath GmbH,Cloud
Workpath GmbH,HR
Workpath GmbH,IT/Technologie
Workpath GmbH,SaaS
WORKREPUBLIC München Viktualienmarkt,Services
Wrapclub GmbH,Advertising
Wrapclub GmbH,Marketing
Xplain Data GmbH,Artificial Intelligence
Xplain Data GmbH,IT/Technologie
Xempus AG,FinTech | InsurTech | LegalTech | RegTech
Xempus AG,InsurTech
Yamdu,Film
Yamdu,IT/Technologie
Yamdu,Medien
Yamdu,SaaS
XAnge,Investor
XaaSfarm GmbH,IoT
XaaSfarm GmbH,IT/Technologie
Yammbits by Alenion GmbH,Food
Yammbits by Alenion GmbH,Lebensmittel
XPRENEURS Incubator,Accelerator/Incubator
XAD spoteffects GmbH,IT/Technologie
XAD spoteffects GmbH,SaaS
yourbrandedbeer.de,
YouPlant,(e)Commerce
YouPlant,B2C
YouPlant,Online Shopping
yoummday,IT/Technologie
YFood Labs GmbH,Food
YFood Labs GmbH,Getränke
YFood Labs GmbH,Lebensmittel
Xometry Europe,IT/Technologie
Xometry Europe,Services
XPAY Solutions GmbH,Banking
XPAY Solutions GmbH,FinTech | InsurTech | LegalTech | RegTech
YOODOC – finde deine Behandlung,Health
YOODOC – finde deine Behandlung,IT/Technologie
YOODOC – finde deine Behandlung,Life Science
YOODOC – finde deine Behandlung,SaaS
Xolvis GmbH,(e)Commerce
Xolvis GmbH,B2B
ysura GmbH,IT/Technologie
ysura GmbH,Life Science
ysura GmbH,Pharma
Zeitpulver UG,Bio
Zeitpulver UG,Food
Zeitpulver UG,Lebensmittel
Zentrum Digitalisierung.Bayern,Services
Zerospace,Augmented Reality
Zerospace,IT/Technologie
zentor GmbH,Health
zentor GmbH,Life Science
zentor GmbH,Social Entrepreneurship
Zeitbote AG,(e)Commerce
Zeitbote AG,B2C
Zeitbote AG,Online Shopping
Zeitsilber,Services
Zeitsilber,Social Entrepreneurship
zealaxx AG,Accelerator/Incubator
Zesavi,
zapptales GmbH,IT/Technologie
zapptales GmbH,Medien
Zählerfreunde,Services
Zertisa GmbH,App
Zertisa GmbH,IT/Technologie
Zertisa GmbH,SaaS
Zkin Lab,Health
Zkin Lab,Life Science
Zyncd,IT/Technologie
Zyncd,Marketing
Zyncd,SaaS
